Property type,Bedroom,Bathroom,Furnished Status,Carpet Area,Construction Status,Floor No,SquareFeet,Facing,Car Parking,Total Price (INR),Address,BHK,City,State
Apartments,2.0,2.0,Unfurnished,625,Ready to Move,7.0,950.0,East,1.0,7800000.0,"Ulwe, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,750,Ready to Move,21.0,1150.0,North-East,1.0,12000000.0,"Kharghar, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Apartments,1.0,2.0,Unfurnished,485,Ready to Move,13.0,685.0,East,1.0,7000000.0,"Manpada, Thane, Maharashtra",1.0,Thane,Maharashtra
Builder Floors,1.0,1.0,Unfurnished,280,Ready to Move,5.0,3.0,,,800000.0,"Park Circus, Kolkata, West Bengal",1.0,Kolkata,West Bengal
Apartments,4.0,3.0,Unfurnished,1425,Under Construction,22.0,1852.0,East,1.0,21600000.0,"Wadgaon Sheri, Pune, Maharashtra",4.0,Pune,Maharashtra
Apartments,1.0,1.0,Semi-Furnished,26,Ready to Move,4.0,26.0,East,1.0,1250000.0,"Rohini Sector 4, Delhi, Delhi",1.0,Delhi,Delhi
Apartments,2.0,1.0,Unfurnished,1080,Ready to Move,4.0,1080.0,South,,2300000.0,"Saijpur Bogha, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,2.0,2.0,Semi-Furnished,700,Ready to Move,7.0,1000.0,East,0.0,7900000.0,"Brahmand, Thane, Maharashtra",2.0,Thane,Maharashtra
Houses & Villas,4.0,3.0,Unfurnished,1305,Under Construction,2.0,1612.0,West,1.0,5250000.0,"Koradi Road, Nagpur, Maharashtra",4.0,Nagpur,Maharashtra
Apartments,3.0,3.0,Semi-Furnished,1156,Under Construction,23.0,1520.0,East,1.0,7600000.0,"Kalyani Nagar, Pune, Maharashtra",3.0,Pune,Maharashtra
Apartments,2.0,2.0,Unfurnished,850,Ready to Move,5.0,850.0,North-East,2.0,3500000.0,"Churaha, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Apartments,3.0,2.0,Semi-Furnished,750,Ready to Move,4.0,1050.0,South-East,1.0,6500000.0,"Picnic Garden, Kolkata, West Bengal",3.0,Kolkata,West Bengal
Houses & Villas,1.0,1.0,Semi-Furnished,450,Ready to Move,0.0,500.0,South,0.0,3400000.0,"Kharadi, Pune, Maharashtra",1.0,Pune,Maharashtra
Builder Floors,1.0,1.0,Furnished,210,Ready to Move,5.0,240.0,West,0.0,950000.0,"Jhautala, Kolkata, West Bengal",1.0,Kolkata,West Bengal
Apartments,3.0,3.0,Semi-Furnished,1400,Ready to Move,5.0,1600.0,North,1.0,8000000.0,"Patrapada, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Builder Floors,3.0,3.0,Semi-Furnished,1335,Ready to Move,4.0,1601.0,South,0.0,5600000.0,"Picnic Garden, Kolkata, West Bengal",3.0,Kolkata,West Bengal
Apartments,2.0,2.0,Semi-Furnished,650,Ready to Move,6.0,650.0,North,1.0,5500000.0,"Kranti Surya Nagar, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,2.0,2.0,Unfurnished,875,Ready to Move,5.0,920.0,North-East,3.0,3000000.0,"Manewada, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,675,Ready to Move,56.0,1200.0,East,1.0,35000000.0,"Majiwada, Thane, Maharashtra",2.0,Thane,Maharashtra
Apartments,2.0,1.0,Semi-Furnished,400,Ready to Move,4.0,500.0,South-East,0.0,1750000.0,"Beleghata, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Houses & Villas,4.0,3.0,Semi-Furnished,1462,Ready to Move,3.0,2250.0,East,1.0,27000000.0,"Nava Vadaj, Ahmedabad, Gujarat",4.0,Ahmedabad,Gujarat
Apartments,1.0,1.0,Unfurnished,425,Ready to Move,7.0,615.0,East,1.0,4100000.0,"Karanjade, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Builder Floors,4.0,3.0,Semi-Furnished,1800,New Launch,5.0,2150.0,East,2.0,9000000.0,"Jiya Mau, Lucknow, Uttar Pradesh",4.0,Lucknow,Uttar Pradesh
Apartments,3.0,2.0,Unfurnished,890,Under Construction,30.0,1200.0,East,1.0,19500000.0,"Hiranandani Meadows, Thane, Maharashtra",3.0,Thane,Maharashtra
Houses & Villas,3.0,2.0,Semi-Furnished,270,Ready to Move,,900.0,North,0.0,3200000.0,"Indira Nagar, Lucknow, Uttar Pradesh",3.0,Lucknow,Uttar Pradesh
Apartments,3.0,3.0,Unfurnished,1625,Under Construction,20.0,2709.0,East,1.0,19717559.0,"Khandagiri, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Unfurnished,850,Ready to Move,40.0,1395.0,East,1.0,13200000.0,"Kharghar, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Apartments,2.0,2.0,Unfurnished,780,New Launch,32.0,1150.0,West,1.0,34500000.0,"Prabhadevi, Mumbai, Maharashtra",2.0,Mumbai,Maharashtra
Apartments,2.0,2.0,Unfurnished,1314,Ready to Move,7.0,1314.0,East,1.0,6400000.0,"Nava Vadaj, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Houses & Villas,1.0,1.0,Semi-Furnished,231,Ready to Move,,231.0,West,1.0,2300000.0,"Ghodbunder, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,2.0,2.0,Furnished,800,Ready to Move,5.0,1000.0,,1.0,7500000.0,"Park Circus, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Builder Floors,2.0,2.0,Unfurnished,750,Under Construction,19.0,1000.0,North-West,,6400000.0,"Mumbra Bypass Rd, Thane, Maharashtra",2.0,Thane,Maharashtra
Apartments,3.0,2.0,Semi-Furnished,1000,Ready to Move,3.0,1500.0,East,0.0,7000000.0,"Elgin Road, Kolkata, West Bengal",3.0,Kolkata,West Bengal
Builder Floors,3.0,3.0,Furnished,1150,Ready to Move,4.0,1250.0,East,2.0,9600000.0,"Rohini Sector 20, Delhi, Delhi",3.0,Delhi,Delhi
Apartments,1.0,2.0,Semi-Furnished,468,Under Construction,23.0,689.0,South-East,,14589687.0,"Byculla, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,2.0,2.0,Unfurnished,800,Ready to Move,7.0,855.0,East,0.0,2710000.0,"Kondhwa Khurd, Pune, Maharashtra",2.0,Pune,Maharashtra
Apartments,2.0,2.0,Unfurnished,760,Under Construction,15.0,988.0,East,1.0,9400000.0,"Kharadi, Pune, Maharashtra",2.0,Pune,Maharashtra
Houses & Villas,4.0,3.0,Semi-Furnished,1500,Ready to Move,,3000.0,East,2.0,9500000.0,"Civil Lines, Nagpur, Maharashtra",4.0,Nagpur,Maharashtra
Builder Floors,2.0,2.0,Semi-Furnished,500,Ready to Move,4.0,550.0,North,0.0,2500000.0,"Hastsal, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,3.0,2.0,Unfurnished,1400,Under Construction,4.0,1800.0,North,0.0,8000000.0,"Ultadanga, Kolkata, West Bengal",3.0,Kolkata,West Bengal
Houses & Villas,2.0,2.0,Unfurnished,700,New Launch,1.0,850.0,South,1.0,4900000.0,"Arya Nagar, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Houses & Villas,3.0,3.0,Semi-Furnished,2450,Ready to Move,2.0,2500.0,North-East,3.0,10000000.0,"Laxmi Nagar, Nagpur, Maharashtra",3.0,Nagpur,Maharashtra
Apartments,2.0,2.0,Furnished,890,Ready to Move,5.0,1020.0,South-East,0.0,5000000.0,"Park Circus, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,1.0,2.0,Furnished,490,Ready to Move,3.0,600.0,North-East,1.0,2500000.0,"Thane West, Thane, Maharashtra",1.0,Thane,Maharashtra
Apartments,2.0,2.0,Furnished,838,Ready to Move,3.0,1304.0,South,1.0,6800000.0,"Sijua Patrapada, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Semi-Furnished,650,Ready to Move,4.0,750.0,East,1.0,3500000.0,"Dwarka Sector 8, Delhi, Delhi",2.0,Delhi,Delhi
Houses & Villas,1.0,1.0,Semi-Furnished,300,Ready to Move,2.0,350.0,East,0.0,10000.0,"Link Road, Cuttack, Odisha",1.0,Cuttack,Odisha
Apartments,3.0,2.0,Semi-Furnished,1200,Ready to Move,5.0,1500.0,North,1.0,6000000.0,"Moti Nagar, Lucknow, Uttar Pradesh",3.0,Lucknow,Uttar Pradesh
Apartments,3.0,2.0,Furnished,1023,Ready to Move,3.0,1336.0,East,1.0,6125806.0,"Nayapalli, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Semi-Furnished,589,Ready to Move,20.0,890.0,North,1.0,9600000.0,"Majiwada, Thane, Maharashtra",2.0,Thane,Maharashtra
Apartments,2.0,2.0,Unfurnished,680,Under Construction,42.0,1200.0,East,1.0,9900000.0,"Kharghar, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Apartments,4.0,4.0,Semi-Furnished,5300,Ready to Move,,5300.0,,2.0,87500000.0,"Sopan Baug, Pune, Maharashtra",4.0,Pune,Maharashtra
Houses & Villas,3.0,4.0,Semi-Furnished,1800,Ready to Move,2.0,900.0,South,2.0,12500000.0,"Bhagwati Vihar, Delhi, Delhi",3.0,Delhi,Delhi
Apartments,3.0,2.0,Unfurnished,750,New Launch,22.0,750.0,South-East,1.0,4500000.0,"132 Feet Ring Road, Ahmedabad, Gujarat",3.0,Ahmedabad,Gujarat
Houses & Villas,3.0,3.0,Semi-Furnished,3200,Ready to Move,2.0,1600.0,East,1.0,22500000.0,"Maulviganj, Lucknow, Uttar Pradesh",3.0,Lucknow,Uttar Pradesh
Apartments,4.0,3.0,Furnished,1350,Ready to Move,4.0,1550.0,North,0.0,10200000.0,"Shobhabazar, Kolkata, West Bengal",4.0,Kolkata,West Bengal
Houses & Villas,3.0,3.0,,1200,Ready to Move,1.0,1450.0,East,1.0,4950000.0,"Wardha Road, Nagpur, Maharashtra",3.0,Nagpur,Maharashtra
Builder Floors,3.0,3.0,Furnished,1900,Ready to Move,,2000.0,East,,33120000.0,"Punjabi Bagh West, Delhi, Delhi",3.0,Delhi,Delhi
Builder Floors,3.0,3.0,Unfurnished,1400,Ready to Move,32.0,2000.0,North,1.0,18500000.0,"Panvel, Navi  Mumbai, Maharashtra",3.0,Navi  Mumbai,Maharashtra
Apartments,1.0,1.0,Semi-Furnished,524,Ready to Move,5.0,870.0,North,1.0,7500000.0,"Sitabuldi, Nagpur, Maharashtra",1.0,Nagpur,Maharashtra
Builder Floors,1.0,1.0,Semi-Furnished,450,Ready to Move,4.0,500.0,West,0.0,2000000.0,"Uttam Nagar, Delhi, Delhi",1.0,Delhi,Delhi
Houses & Villas,3.0,3.0,Semi-Furnished,1200,Under Construction,2.0,1750.0,,1.0,6700000.0,"Sundarpada, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Builder Floors,2.0,2.0,Semi-Furnished,513,New Launch,5.0,667.0,South-East,0.0,5400000.0,"Beniapukur, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,2.0,2.0,Semi-Furnished,750,Ready to Move,7.0,750.0,North-West,1.0,2600000.0,"East Vardhman Nagar, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
,,,,,,,,,,,,,,
Builder Floors,4.0,4.0,Semi-Furnished,11000,Ready to Move,4.0,12000.0,,2.0,34000000.0,"Samantarapur, Bhubaneshwar, Odisha",4.0,Bhubaneshwar,Odisha
Builder Floors,3.0,2.0,Semi-Furnished,100,Ready to Move,4.0,100.0,South-East,1.0,12000000.0,"Usha Park, Delhi, Delhi",3.0,Delhi,Delhi
Apartments,3.0,4.0,Semi-Furnished,1400,Under Construction,5.0,2300.0,North-East,1.0,21500000.0,"BJB Nagar, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Builder Floors,1.0,,Unfurnished,000000,Ready to Move,3.0,0.0,,,15000.0,"Rajouri Garden, Delhi, Delhi",,Delhi,Delhi
Apartments,2.0,1.0,Furnished,500,Ready to Move,4.0,600.0,North-West,,4000000.0,"Chitpur, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,2.0,2.0,Furnished,1200,New Launch,2.0,1200.0,East,2.0,5700000.0,"Nirnay Nagar, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,3.0,3.0,Unfurnished,771,Under Construction,7.0,1187.0,,,4748000.0,"Kopri Colony, Thane, Maharashtra",3.0,Thane,Maharashtra
Apartments,2.0,2.0,Unfurnished,1120,New Launch,32.0,780.0,West,1.0,36500000.0,"Prabhadevi, Mumbai, Maharashtra",2.0,Mumbai,Maharashtra
Apartments,1.0,,Unfurnished,410,Under Construction,13.0,715.0,North-East,0.0,5200000.0,"Ulwe, Navi Mumbai, Maharashtra",,Navi Mumbai,Maharashtra
Apartments,1.0,1.0,Unfurnished,423,Ready to Move,8.0,650.0,North,0.0,1550000.0,"Shilphata Road, Thane, Maharashtra",1.0,Thane,Maharashtra
Apartments,2.0,1.0,Unfurnished,420,Ready to Move,4.0,640.0,,,4200000.0,"Ulwe, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Apartments,4.0,4.0,Furnished,2250,Ready to Move,12.0,2850.0,East,1.0,31000000.0,"Kharghar, Navi Mumbai, Maharashtra",4.0,Navi Mumbai,Maharashtra
Builder Floors,2.0,1.0,Unfurnished,450,Ready to Move,4.0,480.0,South-West,0.0,1050000.0,"Topsia, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,2.0,2.0,Unfurnished,583,Ready to Move,30.0,650.0,North-East,1.0,5200000.0,"Majiwada, Thane, Maharashtra",2.0,Thane,Maharashtra
Apartments,3.0,3.0,Unfurnished,1250,Under Construction,4.0,1476.0,East,,8800000.0,"Kalinga Nagar Ghatikia, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Builder Floors,1.0,1.0,Unfurnished,380,Ready to Move,12.0,650.0,,,3000000.0,"Kamothe, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Apartments,2.0,2.0,Furnished,803,Ready to Move,2.0,665.0,East,1.0,5500000.0,"Tulsi Nagar, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,1065,Ready to Move,5.0,1250.0,East,1.0,980000000.0,"Modi Colony, Pune, Maharashtra",2.0,Pune,Maharashtra
Apartments,1.0,1.0,Unfurnished,500,Ready to Move,10.0,600.0,West,1.0,2200000.0,"Haripura, Ahmedabad, Gujarat",1.0,Ahmedabad,Gujarat
Apartments,1.0,2.0,Semi-Furnished,415,Ready to Move,7.0,650.0,North,1.0,5000000.0,"Kharghar, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,1000,Ready to Move,5.0,1000.0,,1.0,3800000.0,"Indira Nagar, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Apartments,2.0,1.0,Unfurnished,656,Ready to Move,6.0,787.0,East,0.0,2700000.0,"Shalkiya, Howrah, West Bengal",2.0,Howrah,West Bengal
Apartments,2.0,2.0,Unfurnished,700,New Launch,2.0,950.0,East,1.0,8500000.0,"Manpada, Thane, Maharashtra",2.0,Thane,Maharashtra
Builder Floors,2.0,2.0,Semi-Furnished,540,Ready to Move,4.0,580.0,East,1.0,2300000.0,"Dwarka Mor, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,1.0,1.0,Unfurnished,442,Ready to Move,3.0,650.0,North-East,1.0,2800000.0,"Panvel, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,676,Ready to Move,6.0,845.0,South-West,0.0,3380000.0,"VIP Road, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Houses & Villas,3.0,3.0,Unfurnished,1750,Under Construction,2.0,2000.0,North,1.0,7800000.0,,3.0,,
Builder Floors,3.0,2.0,Semi-Furnished,800,Ready to Move,4.0,850.0,East,1.0,4100000.0,"Uttam Nagar, Delhi, Delhi",3.0,Delhi,Delhi
Houses & Villas,3.0,2.0,Unfurnished,1100,Under Construction,2.0,1000.0,North-East,1.0,2700000.0,"Pahala, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,3.0,3.0,Unfurnished,771,Under Construction,7.0,1187.0,,,4748000.0,"Kalher Village, Bhiwandi, Maharashtra",3.0,Bhiwandi,Maharashtra
Builder Floors,2.0,2.0,Unfurnished,764,Ready to Move,4.0,4902.0,North,1.0,2300000.0,"Nangloi, Delhi, Delhi",2.0,Delhi,Delhi
Builder Floors,4.0,4.0,Unfurnished,4200,Ready to Move,,4200.0,,2.0,44000000.0,"Kharadi, Pune, Maharashtra",4.0,Pune,Maharashtra
Apartments,3.0,3.0,Unfurnished,1250,Ready to Move,5.0,2000.0,North-East,1.0,8500000.0,"Nava Vadaj, Ahmedabad, Gujarat",3.0,Ahmedabad,Gujarat
Houses & Villas,3.0,3.0,Semi-Furnished,1400,Ready to Move,1.0,1400.0,East,1.0,7300000.0,"Manewada, Nagpur, Maharashtra",3.0,Nagpur,Maharashtra
Apartments,3.0,2.0,Unfurnished,777,Ready to Move,5.0,925.0,East,1.0,8000000.0,"Bandra West, Mumbai, Maharashtra",3.0,Mumbai,Maharashtra
Apartments,2.0,2.0,Furnished,675,Ready to Move,10.0,990.0,,0.0,6800000.0,"Karmchari Nagar, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Houses & Villas,4.0,4.0,Furnished,3000,Ready to Move,0.0,4500.0,West,0.0,7000000.0,"Civil Lines, Nagpur, Maharashtra",4.0,Nagpur,Maharashtra
Houses & Villas,4.0,4.0,Furnished,3900,Ready to Move,3.0,1500.0,South,1.0,26900000.0,"Bidanasi Sector 7, Cuttack, Odisha",4.0,Cuttack,Odisha
Builder Floors,2.0,2.0,Furnished,540,Ready to Move,4.0,570.0,East,1.0,2500000.0,"Uttam Nagar, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,2.0,2.0,Semi-Furnished,650,Under Construction,7.0,890.0,East,1.0,2670000.0,"Besa, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Houses & Villas,3.0,2.0,Semi-Furnished,1850,Under Construction,2.0,2100.0,North-East,1.0,6200000.0,"Hansapal, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Unfurnished,730,New Launch,14.0,1000.0,East,1.0,4900000.0,"NIBM Mohammadwadi Road, Pune, Maharashtra",2.0,Pune,Maharashtra
Apartments,4.0,4.0,Semi-Furnished,1575,Ready to Move,10.0,1800.0,North-East,1.0,11000000.0,"Ambavadi, Ahmedabad, Gujarat",4.0,Ahmedabad,Gujarat
Houses & Villas,3.0,3.0,Unfurnished,1755,Under Construction,2.0,2020.0,East,1.0,12700000.0,"Friends Colony, Nagpur, Maharashtra",3.0,Nagpur,Maharashtra
Apartments,2.0,1.0,Furnished,850,Ready to Move,5.0,900.0,East,1.0,3200000.0,"Golaganj, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Apartments,2.0,2.0,Semi-Furnished,800,Under Construction,4.0,1050.0,North,3.0,4500000.0,"Manewada,  Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,2.0,2.0,Unfurnished,585,Under Construction,13.0,980.0,West,1.0,5900000.0,"Kharghar, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,1000,Under Construction,26.0,1250.0,North-East,1.0,7700000.0,"Kolshet Road, Thane, Maharashtra",2.0,Thane,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,1000,Under Construction,37.0,699.0,East,1.0,7000000.0,"Panvel, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Builder Floors,3.0,3.0,Unfurnished,723,Under Construction,28.0,1100.0,West,1.0,15000000.0,"CBD Belapur, Navi Mumbai, Maharashtra",3.0,Navi Mumbai,Maharashtra
Farm Houses,,,Unfurnished,123,,2.0,123.0,East,0.0,1500000.0,"Mankhurd, Mumbai, Maharashtra",,Mumbai,Maharashtra
Houses & Villas,3.0,3.0,Semi-Furnished,1400,Ready to Move,1.0,1400.0,North,1.0,7500000.0,"Patrapada, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,3.0,3.0,Semi-Furnished,850,Ready to Move,29.0,1310.0,North-East,1.0,14500000.0,"Hiranandani Estate, Thane, Maharashtra",3.0,Thane,Maharashtra
Apartments,2.0,2.0,Unfurnished,708,Under Construction,33.0,1000.0,East,1.0,14900000.0,"Kapurbawdi, Thane, Maharashtra",2.0,Thane,Maharashtra
Apartments,2.0,2.0,Unfurnished,792,Under Construction,13.0,1330.0,East,1.0,10800000.0,"Ulwe, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Apartments,2.0,2.0,Furnished,900,Ready to Move,6.0,1100.0,East,1.0,9500000.0,"Dhole Patil Road, Pune, Maharashtra",2.0,Pune,Maharashtra
Houses & Villas,4.0,4.0,Furnished,1500,New Launch,0.0,1500.0,East,0.0,100000.0,"11 Manjel Chowk, Nagpur, Maharashtra",4.0,Nagpur,Maharashtra
Apartments,1.0,1.0,Unfurnished,386,Ready to Move,,386.0,East,0.0,935500.0,"Pipla, Nagpur, Maharashtra",1.0,Nagpur,Maharashtra
Apartments,3.0,2.0,Semi-Furnished,1882,New Launch,25.0,1923.0,East,2.0,17000000.0,"Saltlake Sector 1, Kolkata, West Bengal",3.0,Kolkata,West Bengal
Houses & Villas,4.0,4.0,Unfurnished,1500,Ready to Move,4.0,2000.0,North,1.0,7000000.0,"Hastsal, Delhi, Delhi",4.0,Delhi,Delhi
Apartments,2.0,2.0,Furnished,1050,Ready to Move,12.0,1150.0,North,2.0,6700000.0,"Aliganj, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Houses & Villas,2.0,2.0,Unfurnished,60,Ready to Move,2.0,60.0,East,1.0,3500000.0,"Bapu Nagar, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Houses & Villas,4.0,3.0,Furnished,300,Ready to Move,1.0,2700.0,North-East,1.0,26500000.0,"Gota, Ahmedabad, Gujarat",4.0,Ahmedabad,Gujarat
Apartments,4.0,4.0,Unfurnished,1700,New Launch,22.0,2300.0,East,2.0,15000000.0,"NIBM Road Kondhwa, Pune, Maharashtra",4.0,Pune,Maharashtra
Apartments,3.0,3.0,Semi-Furnished,1000,Ready to Move,27.0,1350.0,East,1.0,12200000.0,"Ghodbuder Road, Thane, Maharashtra",3.0,Thane,Maharashtra
Apartments,3.0,3.0,,900,Under Construction,14.0,1450.0,East,1.0,6100000.0,"Narendra Nagar, Nagpur, Maharashtra",3.0,Nagpur,Maharashtra
Houses & Villas,2.0,2.0,Semi-Furnished,960,Ready to Move,2.0,1250.0,North-West,1.0,5800000.0,"Manas Vihar, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Apartments,2.0,2.0,Semi-Furnished,989,Ready to Move,3.0,1125.0,East,1.0,6000000.0,"Maninagar East, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,2.0,2.0,Semi-Furnished,950,Ready to Move,4.0,950.0,North,1.0,2500000.0,"Talal Pande, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Apartments,2.0,2.0,Unfurnished,572,Ready to Move,24.0,800.0,East,0.0,6990000.0,"Thane West, Thane, Maharashtra",2.0,Thane,Maharashtra
Apartments,2.0,2.0,Unfurnished,110,Ready to Move,4.0,120.0,West,1.0,3500000.0,"Navrangpura, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,2.0,2.0,Unfurnished,540,Under Construction,7.0,935.0,West,3.0,2805000.0,"Ramkrishna Nagar, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,3.0,2.0,Unfurnished,1252,Ready to Move,12.0,1670.0,South-West,1.0,9300000.0,"Kankurgachhi, Kolkata, West Bengal",3.0,Kolkata,West Bengal
Apartments,1.0,1.0,Unfurnished,240,Ready to Move,4.0,410.0,North,0.0,2400000.0,"Wadghar Village, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Apartments,1.0,1.0,Unfurnished,548,Ready to Move,17.0,650.0,East,1.0,4000000.0,"Jogeshwari West, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,3.0,3.0,Unfurnished,1100,Under Construction,14.0,1850.0,East,1.0,10000000.0,"Akhbar Nagar, Ahmedabad, Gujarat",3.0,Ahmedabad,Gujarat
Apartments,2.0,2.0,Unfurnished,700,Ready to Move,9.0,850.0,West,1.0,6200000.0,"Hadapsar, Pune, Maharashtra",2.0,Pune,Maharashtra
Houses & Villas,4.0,4.0,Semi-Furnished,1505,Under Construction,3.0,2566.0,East,1.0,11700000.0,"Suanga Village, Bhubaneshwar, Odisha",4.0,Bhubaneshwar,Odisha
Houses & Villas,4.0,3.0,Semi-Furnished,1548,Ready to Move,2.0,2211.0,East,2.0,52500000.0,"Panch Pakhadi, Thane, Maharashtra",4.0,Thane,Maharashtra
Apartments,2.0,2.0,Furnished,631,Ready to Move,12.0,970.0,East,1.0,8700000.0,"Ulwe, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Houses & Villas,3.0,3.0,Furnished,1200,New Launch,2.0,1850.0,North-East,1.0,6000000.0,"Hansapal, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,1.0,1.0,Unfurnished,400,Ready to Move,4.0,640.0,North,0.0,3900000.0,"Wahal Village, Navi  Mumbai, Maharashtra",1.0,Navi  Mumbai,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,720,Ready to Move,11.0,890.0,East,1.0,20000.0,"Hadapsar, Pune, Maharashtra",2.0,Pune,Maharashtra
Builder Floors,1.0,1.0,Unfurnished,450,Ready to Move,3.0,450.0,West,0.0,2450000.0,"Shahpura, Delhi, Delhi",1.0,Delhi,Delhi
Houses & Villas,3.0,2.0,Semi-Furnished,1080,Ready to Move,2.0,1500.0,North,,4100000.0,"Olpherts Lines, Lucknow, Uttar Pradesh",3.0,Lucknow,Uttar Pradesh
,,,,,,,,,,,,,,
Apartments,3.0,3.0,Semi-Furnished,1100,Ready to Move,5.0,1200.0,West,1.0,4500000.0,"Koradi Road, Nagpur, Maharashtra",3.0,Nagpur,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,838,New Launch,3.0,1304.0,South,1.0,6600000.0,"Sijua Patrapada, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Houses & Villas,2.0,2.0,Unfurnished,1880,Ready to Move,2.0,2200.0,North,,15000000.0,"Acharya Vihar, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Apartments,4.0,4.0,Furnished,1891,Ready to Move,7.0,2702.0,North,2.0,24500000.0,"Nayapalli, Bhubaneshwar, Odisha",4.0,Bhubaneshwar,Odisha
Builder Floors,2.0,1.0,Unfurnished,460,Ready to Move,4.0,495.0,South,0.0,1980000.0,"Topsia, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Houses & Villas,,,,0,,,0.0,,,1500000.0,"Olpherts Lines, Lucknow, Uttar Pradesh",,Lucknow,Uttar Pradesh
Builder Floors,2.0,1.0,Semi-Furnished,500,Ready to Move,4.0,500.0,East,,3000000.0,"Vishnu Garden, Delhi, Delhi",2.0,Delhi,Delhi
